Season;Spec;Rank;Country;Confederation;Rider1;Rank1;Score1;Rider2;Rank2;Score2;Rider3;Rank3;Score3;Score
2023;OVERALL;65;Belarus;Union Européenne de Cyclisme;Alexandr Riabushenko;985;52,23809524;Vasili Bialiauski;1336;40,10025063;#N/A;#N/A;40;44,11234083
2023;OVERALL;66;Cyprus;Union Européenne de Cyclisme;Andreas Miltiadis;1009;51,87969925;#N/A;#N/A;40;#N/A;#N/A;40;43,95946015
2023;OVERALL;67;Chile;Confederación Panamericana de Ciclismo;Vicente Rojas;1059;48,87218045;Pablo Andres Alarcón;1336;40,10025063;#N/A;#N/A;40;42,99038045
2023;OVERALL;68;Croatia;Union Européenne de Cyclisme;Viktor Potočki;1074;47,86967419;Antonio Barać;1336;40,10025063;#N/A;#N/A;40;42,65621504
2023;OVERALL;69;Iraq;Asian Cycling Confederation;Abdullah Wehbi;1152;47,36842105;Moamin Ahmed;1336;40,10025063;#N/A;#N/A;40;42,48913233
2023;OVERALL;69;Uzbekistan;Asian Cycling Confederation;Sergey Rostovtsev;1152;47,36842105;Timur Abdukhakimov;1336;40,10025063;#N/A;#N/A;40;42,48913233
2023;OVERALL;71;Morocco;Confédération Africaine de Cyclisme;Youssef Bdadou;1152;47,36842105;#N/A;#N/A;40;#N/A;#N/A;40;42,45571579
2023;OVERALL;72;Angola;Confédération Africaine de Cyclisme;Bruno Araujo;1336;40,10025063;#N/A;#N/A;40;#N/A;#N/A;40;40,03301654
2023;OVERALL;72;Armenia;Union Européenne de Cyclisme;Stepan Grigoryan;1336;40,10025063;#N/A;#N/A;40;#N/A;#N/A;40;40,03301654
2023;OVERALL;72;Azerbaijan;Union Européenne de Cyclisme;Elgun Alizada;1336;40,10025063;#N/A;#N/A;40;#N/A;#N/A;40;40,03301654
2023;OVERALL;72;Bahrain;Asian Cycling Confederation;Ahmed Madan;1336;40,10025063;#N/A;#N/A;40;#N/A;#N/A;40;40,03301654
2023;OVERALL;72;Belize;Confederación Panamericana de Ciclismo;Cory Williams;1336;40,10025063;#N/A;#N/A;40;#N/A;#N/A;40;40,03301654
2023;OVERALL;72;Bolivia;Confederación Panamericana de Ciclismo;Jose Manuel Aramayo;1336;40,10025063;#N/A;#N/A;40;#N/A;#N/A;40;40,03301654
2023;OVERALL;72;Bulgaria;Union Européenne de Cyclisme;Yordan Andreev;1336;40,10025063;#N/A;#N/A;40;#N/A;#N/A;40;40,03301654
2023;OVERALL;72;Cuba;Confederación Panamericana de Ciclismo;Ramon Four Christian Perez;1336;40,10025063;#N/A;#N/A;40;#N/A;#N/A;40;40,03301654
2023;OVERALL;72;Egypt;Confédération Africaine de Cyclisme;Abdelrahman Adel Elzoghaby;1336;40,10025063;#N/A;#N/A;40;#N/A;#N/A;40;40,03301654
2023;OVERALL;72;Guam;Oceanian Cycling Confederation;Dan Aponik;1336;40,10025063;#N/A;#N/A;40;#N/A;#N/A;40;40,03301654
2023;OVERALL;72;Hong Kong;Asian Cycling Confederation;Paolo Caputo;1336;40,10025063;#N/A;#N/A;40;#N/A;#N/A;40;40,03301654
2023;OVERALL;72;Kuwait;Asian Cycling Confederation;Abdulhadi Alajmi;1336;40,10025063;#N/A;#N/A;40;#N/A;#N/A;40;40,03301654
2023;OVERALL;72;Lithuania;Union Européenne de Cyclisme;Rokas Adomaitis;1336;40,10025063;#N/A;#N/A;40;#N/A;#N/A;40;40,03301654
2023;OVERALL;72;Malta;Union Européenne de Cyclisme;Aidan Buttigieg;1336;40,10025063;#N/A;#N/A;40;#N/A;#N/A;40;40,03301654
2023;OVERALL;72;North Macedonia;Union Européenne de Cyclisme;Dimitar Jovanoski;1336;40,10025063;#N/A;#N/A;40;#N/A;#N/A;40;40,03301654
2023;OVERALL;72;Oman;Asian Cycling Confederation;Bilal Alsaadi;1336;40,10025063;#N/A;#N/A;40;#N/A;#N/A;40;40,03301654
2023;OVERALL;72;Peru;Confederación Panamericana de Ciclismo;Hugo Nestor Emiliano Ruiz;1336;40,10025063;#N/A;#N/A;40;#N/A;#N/A;40;40,03301654
2023;OVERALL;72;Qatar;Asian Cycling Confederation;Fadhel Al Khater;1336;40,10025063;#N/A;#N/A;40;#N/A;#N/A;40;40,03301654
2023;OVERALL;72;Saudi Arabia;Asian Cycling Confederation;Azzam Alabdulmunim;1336;40,10025063;#N/A;#N/A;40;#N/A;#N/A;40;40,03301654
2023;OVERALL;72;Tunisia;Confédération Africaine de Cyclisme;Habouriya Maher;1336;40,10025063;#N/A;#N/A;40;#N/A;#N/A;40;40,03301654
2023;OVERALL;72;Turkey;Union Européenne de Cyclisme;Burak Abay;1336;40,10025063;#N/A;#N/A;40;#N/A;#N/A;40;40,03301654
2023;OVERALL;93;Afghanistan;Asian Cycling Confederation;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2023;OVERALL;93;Albania;Union Européenne de Cyclisme;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2023;OVERALL;93;Antigua and Barbuda;Confederación Panamericana de Ciclismo;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2023;OVERALL;93;Benin;Confédération Africaine de Cyclisme;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2023;OVERALL;93;Bermuda;Confederación Panamericana de Ciclismo;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2023;OVERALL;93;Burkina Faso;Confédération Africaine de Cyclisme;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2023;OVERALL;93;Cameroon;Confédération Africaine de Cyclisme;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2023;OVERALL;93;Dominican Republic;Confederación Panamericana de Ciclismo;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2023;OVERALL;93;El Salvador;Confederación Panamericana de Ciclismo;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2023;OVERALL;93;French Polynesia;Oceanian Cycling Confederation;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2023;OVERALL;93;Ghana;Confédération Africaine de Cyclisme;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2023;OVERALL;93;Guatemala;Confederación Panamericana de Ciclismo;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2023;OVERALL;93;Guyana;Confederación Panamericana de Ciclismo;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2023;OVERALL;93;Honduras;Confederación Panamericana de Ciclismo;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2023;OVERALL;93;Isle of Man;Union Européenne de Cyclisme;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2023;OVERALL;93;Kenya;Confédération Africaine de Cyclisme;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2023;OVERALL;93;Kyrgyzstan;Asian Cycling Confederation;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2023;OVERALL;93;Macau;Asian Cycling Confederation;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2023;OVERALL;93;Mali;Confédération Africaine de Cyclisme;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2023;OVERALL;93;Mauritania;Confédération Africaine de Cyclisme;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2023;OVERALL;93;Mix;0;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2023;OVERALL;93;Montenegro;Union Européenne de Cyclisme;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2023;OVERALL;93;Namibia;Confédération Africaine de Cyclisme;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2023;OVERALL;93;Nicaragua;Confederación Panamericana de Ciclismo;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2023;OVERALL;93;Niger;Confédération Africaine de Cyclisme;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2023;OVERALL;93;Nigeria;Confédération Africaine de Cyclisme;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2023;OVERALL;93;Paraguay;Confederación Panamericana de Ciclismo;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2023;OVERALL;93;Refugee;0;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2023;OVERALL;93;Réunion;Confédération Africaine de Cyclisme;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2023;OVERALL;93;San Marino;Union Européenne de Cyclisme;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2023;OVERALL;93;Singapore;Asian Cycling Confederation;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2023;OVERALL;93;Tanzania;Confédération Africaine de Cyclisme;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2023;OVERALL;93;Trinidad and Tobago;Confederación Panamericana de Ciclismo;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2023;OVERALL;93;Uganda;Confédération Africaine de Cyclisme;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2023;OVERALL;93;United Arab Emirates;Asian Cycling Confederation;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2023;OVERALL;93;Vatican;Union Européenne de Cyclisme;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2023;OVERALL;93;Vietnam;Asian Cycling Confederation;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2023;OVERALL;93;Virgin Islands;Confederación Panamericana de Ciclismo;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
